topic0,autos,auto,fahrzeug,herstell,pkw,autoindustri,kfz,vda,diesel,fahr,lit,pro,autofahr,verbrauch,automobilindustri,motor,wag,kilomet,benzin,gottschalk,branch,steu,neuwag,autoherstell,abwrackprami,iaa,modell,gramm,neuzulass,schwer,automobil,sparsam,fahrt,verband,kraftstoff,zugelass,adac,je,umweltfreund,handl,nutzfahrzeug,antrieb,hybrid,grenzwert,prami,sixt,kost,batteri,einheit,benzinpreis,verkauft,autokauf,einfuhr,absatz,strass,ps,entsprech,erreich,kauf,zulass,main,teur,acht,deutschen_hersteller,sprit,ausstoss,technisch,verkehr,alternativ,werkstatt,verband_der_automobilindustrie,automarkt,elektroautos,rad,fahrrad,kraftfahrzeug,durchschnitt,autobranch,bring,tankstell,brennstoffzell,treibstoff,cent,autobau,nachfrag,katalysator,senk,tempolimit,mobilitat,automobilherstell,flott,gesamt,bislang,motorrad,technik,belast,biodiesel,importeur,dieselmotor,autovermiet
topic59,illegal,polizei,behord,schutz,korruption,bekampf,kontroll,kampf,gesetz,straf,tat,kriminell,kriminalitat,dat,burg,beamt,organisiert,straftat,verdacht,missbrauch,person,verbrech,gefahr,innenminist,scharf,datenschutz,justiz,vorgeh,schad,uberwach,hart,anti,bestech,inn,ermittl,bka,geldwasch,massnahm,strafrecht,verstoss,verfolg,legal,verbot,rechtsstaat,kanth,gefalscht,organisation,verfassungsschutz,grenz,haufig,oft,schwer,verscharf,mafia,falsch,bundeskriminalamt,einsatz,verscharft,zusammenarbeit,durf,wirksam,probl,justizminist,zustand,bussgeld,information,verstarkt,betroff,zoll,durchsuch,bestraft,kontrolliert,polizist,sogenannt,registriert,kontrolli,hinweis,betrug,bedroh,einricht,verwalt,erkenntnis,diebstahl,streng,ausserd,geschutzt,nehm,uberpruf,geword,verhind,falschung,opf,bestraf,gefangnis,umgang,transparency,effektiv,zentral,fahnd,delikt
 ,0.016,0.013,0.013,0.012,0.012,0.012,0.01,0.01,0.008,0.008,0.008,0.008,0.008,0.007,0.007,0.007,0.006,0.006,0.006,0.006,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002
topic60,herstell,produktion,werk,zulief,fertig,mitarbeit,produkt,gmbh,firma,geschaftsfuhr,umsatz,fabrik,produziert,maschin,beschaftigt,technik,entwickelt,technisch,anlag,gerat,standort,elektron,hergestellt,ingenieur,kund,system,produzi,aeg,kunststoff,komponent,lieferant,baut,komplett,beispiel,technologi,reif,familienunternehm,geschaft,las,zf,auftrag,autozulief,industriell,material,investiert,her,robot,modern,bau,einsatz,arbeitet,co,lief,jahrlich,fuhrend,elektr,gefertigt,automobilzulief,spezialist,automobilindustri,medizintechn,liefert,eingesetzt,verfahr,inzwisch,zusamm,kapazitat,werkzeug,weltmarkt,mechan,produktionsstatt,gehort,weltmarktfuhr,maschinenbau,speziell,qualitat,stuttgart,produzent,spezialisiert,friedrichshaf,trumpf,beispielsweis,hausgerat,bauteil,anbiet,tech,ag,forschung,anwend,materiali,werkstoff,geliefert,sensor,phoenix,genannt,fertigt,high,optisch,spart,nah
 ,0.024,0.017,0.014,0.012,0.012,0.011,0.011,0.01,0.009,0.009,0.008,0.008,0.008,0.007,0.007,0.007,0.007,0.006,0.006,0.006,0.006,0.005,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002
topic61,punkt,dax,akti,handl,bors,verlor,plus,titel,minus,stieg,papi,legt,index,fest,fiel,schloss,mdax,verlust,notiert,gewann,stand,handel,anleg,nachd,kurs,vortag,freundlich,aktienmarkt,tendiert,profitiert,ging,tecdax,kursgewinn,main,kraftig,rentenmarkt,zog,busst,belastet,ebenfall,klettert,hiess,nachmittag,stimmung,borsian,zeitweis,deutsche_aktienindex,gewinnmitnahm,sank,zahlt,behauptet,uhr,vorgab,mark,sap,verli,prasentiert,montag,leitindex,verzeichnet,kursverlust,druck,zufolg,zuletzt,umlaufrendit,london,commerzbank,standardwert,geschloss,marktteilnehm,tendenz,paris,infineon,nemax,wall_street,abschlag,negativ,sorgt,gefragt,oben,uneinheit,erholt,erhol,rutscht,nachricht,hongkong,konjunkturdat,verlauf,futur,ruckt,verbucht,indiz,umsatz,gehort,fuhrt,tokio,spitz,verteuert,zunach,gerucht
 ,0.034,0.031,0.027,0.018,0.014,0.012,0.012,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.009,0.008,0.008,0.007,0.007,0.007,0.007,0.006,0.006,0.006,0.005,0.005,0.005,0.005,0.005,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002
topic62,schad,betroff,auswirk,schwer,gefahr,angst,katastroph,befurcht,befurchtet,verlust,leid,furcht,situation,konsequenz,risiko,ausmass,schlimm,verursacht,wahrschein,ohnehin,negativ,dramat,gefahrdet,gesamt,verheer,rechn,erheb,verli,volkswirtschaft,verlor,ausfall,bislang,flut,ereignis,droht,dadurch,massiv,ausgelost,droh,getroff,reaktion,einbuss,bedroh,auslos,unmittelbar,gezog,unsich,moglicherweis,erdbeb,dah,belastet,dau,reagi,opf,erreg,zerstort,furchtet,schock,dennoch,ruckschlag,besorgnis,reagiert,zieh,schlag,gravier,risik,trifft,sar,well,effekt,empfind,katastrophal,drohend,vollig,hochwass,spur,hart,gerat,kurzfrist,gelass,nehm,ahnlich,enorm,entstand,szenario,besorgt,normal,problem,treff,hurrikan,ursach,wirkung,drastisch,bedeutet,rasch,angerichtet,verhind,begrenzt,vorubergeh,helf
 ,0.036,0.028,0.024,0.023,0.022,0.013,0.012,0.012,0.01,0.009,0.008,0.008,0.008,0.008,0.008,0.007,0.007,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.002,0.002,0.002,0.002,0.002,0.002
topic63,preis,gold,rohstoff,nachfrag,tonn,je,dollar,london,metall,produktion,kupf,aluminium,goldpreis,steigend,angebot,produzent,steig,edelmetall,bestand,ernt,rohstoffpreis,gestieg,kaffe,analyst,pro,verarbeit,notier,unz,min,verbrauch,zuletzt,china,anstieg,silb,bedarf,vorrat,lme,zuck,platin,rohstoffmarkt,austral,weltmarkt,verkauf,weiz,zunehm,vergangenen_woche,anhalt,feinunz,zink,australi,bhp,meng,niveau,inzwisch,mill,blei,kraftig,wachsend,ne,sack,rechn,preisanstieg,rio_tinto,erhol,druck,kauf,ruckgang,kakao,alcoa,new_york,dah,millionen_tonnen,vergang,lagerbestand,erzeug,stieg,billiton,cent,steigt,kg,kapazitat,schatzung,spekulant,kanad,rucklauf,handl,fiel,gefall,gegenwart,verknapp,physisch,prognos,baumwoll,ebenfall,preisverfall,rechnet,eisenerz,marktbeobacht,brasili,kupferpreis
 ,0.036,0.03,0.022,0.02,0.017,0.014,0.012,0.011,0.01,0.008,0.007,0.007,0.007,0.006,0.006,0.006,0.006,0.006,0.006,0.005,0.005,0.005,0.005,0.005,0.005,0.004,0.004,0.004,0.004,0.004,0.004,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0.001
topic64,prozess,ehemal,gericht,staatsanwaltschaft,ex,verfahr,ermittl,opf,entschad,vorwurf,anwalt,spend,verdacht,verurteilt,verantwort,affar,millionen_mark,skandal,zwangsarbeit,justiz,anklag,angeklagt,klag,zahlung,staatsanwalt,damal,ermittelt,urteil,zusammenhang,jurist,person,verteid,betrug,angeb,zeug,ns,schad,straf,vorgeworf,stiftung,beschuldigt,jahrig,schwer,aussag,gemacht,bekannt,haft,summ,beteiligt,firma,untreu,nam,illegal,schuldig,landgericht,wirft,bestech,gezahlt,sammelklag,erhob,verurteil,schmiergeld,manag,gefangnis,gestellt,verhaftet,moral,kont,verstoss,geschadigt,beweis,haftbefehl,eingestellt,erklar,verwickelt,elf,steuerhinterzieh,versucht,entlass,strafrecht,ermittlungsverfahr,stiftungsinitiativ,mitglied,mutmass,rechtssich,eingeleitet,mann,bewahr,gefloss,genannt,untersuchungshaft,haftstraf,auszahl,darunt,erhielt,verfolgt,dubios,prominent,generalstaatsanwalt,verhalt
 ,0.018,0.015,0.014,0.014,0.012,0.011,0.011,0.011,0.01,0.01,0.009,0.008,0.008,0.008,0.008,0.008,0.007,0.007,0.007,0.006,0.006,0.006,0.006,0.006,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.001,0.001
topic65,kurzfrist,unt,oben,sicht,langfrist,aktuell,technisch,mittelfrist,mark,punkt,nachhalt,trend,korrektur,niveau,tief,richtung,beweg,wahrschein,rechn,vergang,eher,aufwartstr,trendwend,blick,lasst,innerhalb,abwartstr,optimist,phas,bild,zeig,fortsetz,negativ,analys,bewegt,zumind,steil,zuletzt,korrigiert,fundamental,zunach,spricht,indikator,unterstutz,anhalt,dynam,relativ,lini,marz,charttechn,befindet,konsolidier,nah,ober,histor,erreich,verlauf,situation,signal,beginn,tiefpunkt,herb,ruckschlag,anstieg,befind,geseh,durchbroch,bod,langerfrist,septemb,wend,bestatigt,gefall,intakt,widerstand,verlauft,scheint,sowohl,szenario,danach,faktor,deutet,chanc,durchaus,aufwartsbeweg,erkenn,gerichtet,weiterhin,dah,prognos,massiv,einschatz,aufwart,orientiert,eindeut,beobacht,ausgeh,anschliess,steigend,bisher
 ,0.022,0.021,0.02,0.014,0.014,0.013,0.013,0.012,0.012,0.01,0.009,0.009,0.009,0.008,0.008,0.007,0.007,0.007,0.006,0.006,0.006,0.006,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002
topic66,energi,anlag,strom,kraftwerk,energiepolit,anteil,kohl,ausbau,erneuerbar,alternativ,energietrag,warm,bau,energieversorg,langfrist,kernenergi,erneuerbaren_energien,wind,energieverbrauch,verbrauch,stromerzeug,regenerativ,megawatt,nutzung,fossil,einsatz,windenergi,pro,effizient,erneuerbare_energien,gas,investition,jahrlich,solar,technologi,abhang,ol,projekt,leistung,kost,technik,braunkohl,erzeug,windkraft,kernkraftwerk,betrieb,beitrag,energiespar,erneuerbarer_energien,energiewirtschaft,energieeffizienz,biomass,erzeugt,kohlekraftwerk,dah,steig,okolog,energiequell,brennstoff,national,erreich,installiert,nachhalt,gleichzeit,kilowattstund,branch,kernkraft,stromverbrauch,technisch,mw,wettbewerbsfah,betreib,cell,gesamt,hierzuland,genutzt,steinkohl,kopplung,gebaut,setz,windkraftanlag,solarenergi,deck,windpark,besteh,umweltfreund,modern,offshor,erheb,heimisch,energiemix,energiepreis,stromversorg,wasserkraft,bedarf,gefordert,photovolta,option,eeg,kapazitat
 ,0.04,0.017,0.014,0.01,0.009,0.009,0.008,0.007,0.007,0.007,0.007,0.007,0.006,0.006,0.006,0.005,0.005,0.005,0.005,0.005,0.005,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002
topic67,britisch,london,grossbritanni,blair,brit,pfund,labour,england,konservativ,of,tony_blair,schatzkanzl,insel,financial_times,the,gordon_brown,schreibt,clark,englisch,premi,city,tim,lb,penc,europas,britische_regierung,king,milliarden_pfund,plc,millionen_pfund,georg,national,and,konigreich,tori,british,bbc,premierminist,sir,thatch,cbi,daily_telegraph,unterhaus,lord,darling,new,the_times,kontinent,vereinigt,schottland,beitritt,schottisch,mai,guardian,kommentiert,party,premierminister_tony_blair,brown,chairman,londoner_city,ftse,cameron,margaret_thatcher,john_major,north,independent,bank_von_england,red,kampf,glaub,britischen_regierung,wahrschein,gemacht,press,innerhalb,konigin,kur,haltung,downing_street,druck,kontinentaleuropa,lloyd,tory,royal,the_guardian,queen,kenneth,schrieb,birmingham,scotland,spenc,londoner_börse,kommend,plan,gest,unabhang,rock,hagu,referendum,premier_tony_blair
 ,0.115,0.103,0.067,0.027,0.025,0.023,0.022,0.015,0.014,0.01,0.007,0.007,0.007,0.007,0.006,0.006,0.005,0.005,0.005,0.005,0.005,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
topic68,export,ausfuhr,import,handel,einfuhr,aussenhandel,milliarden_dm,defizit,milliarden_dollar,uberschuss,exporteur,anteil,exportiert,vergangenen_jahr,produkt,stieg,leistungsbilanz,handelspartn,gestieg,gesamt,ging,importiert,liefer,handelsbilanz,inland,zunehm,dienstleist,exportwirtschaft,bundesrepubl,asi,erhoht,ausserhalb,drittel,nachfrag,heimisch,wettbewerbsfah,deutsche_wirtschaft,weltmarkt,absatzmarkt,kraftig,exporti,abnehm,osteuropa,milliard,gleichzeit,abhang,erzeugnis,westeuropa,sieb,waren_im_wert,europäischen_union,zunahm,wachsend,produktion,legt,bga,bedeut,acht,exportweltmeist,aussenwirtschaft,dynam,exportmarkt,china,konsumgut,welthandel,aufgrund,fuhrt,mad,neun,halft,direktinvestition,geliefert,raum,liefert,frankreich,firm,importeur,mittel,exportgeschaft,negativ,mrd_dm,profitiert,handelsuberschuss,steiger,handelsdefizit,ausweit,handelsbilanzdefizit,maschin,russland,ausgefuhrt,verringert,steig,eingefuhrt,fehlbetrag,weiterhin,gunstig,germany,binnenmarkt,gewachs,saldo
 ,0.088,0.036,0.031,0.024,0.021,0.021,0.02,0.013,0.011,0.01,0.009,0.008,0.008,0.008,0.008,0.007,0.007,0.007,0.007,0.006,0.006,0.006,0.006,0.006,0.005,0.005,0.005,0.005,0.005,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002
topic69,grun,rot,pds,koalition,bundnis,partei,fdp,fraktion,opposition,bundestag,link,bundestagswahl,fraktionschef,sozialdemokrat,linkspartei,koalitionspartn,grünen_koalition,große_koalition,grüne_koalition,bundeskanzler_gerhard_schröder,grünen_bundesregierung,zusammenarbeit,joschka_fischer,bundestagsfraktion,mehrheit,koalitionsverhandl,grüne_bundesregierung,gysi,fraktionsvorsitz,trittin,koalitionsvertrag,fraktionschefin,großen_koalition,abgeordnet,alternativ,gelb,wahl,warf,gregor_gysi,legislaturperiod,grünen_regierung,okolog,reinhard_bütikofer,fritz_kuhn,grüne_regierung,butikof,debatt,sed,außenminister_joschka_fischer,goring,rostel,jürgen_trittin,claudia_roth,inhalt,wollt,partn,bundeseb,renate_künast,ampel,politikerin,setz,schlauch,sprach,fortsetz,koalitionsvereinbar,bildung,sozial,woll,vorstell,regierungsbeteil,landtagswahl,kerstin_müller,rezzo_schlauch,spitzenkandidat,bisky,punkt,bundnisgrun,basis,bundestagsabgeordnet,neuwahl,wasg,ausgeschloss,scheit,kunast,bund,krista_sager,wahlkampf,lothar_bisky,chefin,chanc,option,regi,parlamentar,minderheitsregier,regierungsbundnis,signal,radck,nachfolgepartei,regierungskoalition,off
 ,0.228,0.105,0.043,0.028,0.02,0.016,0.015,0.008,0.008,0.007,0.007,0.007,0.007,0.006,0.006,0.006,0.005,0.005,0.005,0.005,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
topic70,rwe,strom,gas,versorg,eon,energi,on,energieversorg,erdgas,netz,preis,ruhrgas,strompreis,gazprom,stadtwerk,verbrauch,konzern,enbw,wettbewerb,kraftwerk,energiekonzern,strommarkt,stromversorg,energiemarkt,pipelin,ag,energiekonz,vattenfall,liberalisier,kund,gaspreis,viag,ess,edf,gasmarkt,konz,vertrag,dusseldorf,kommunal,bernotat,langfrist,energiewirtschaft,veba,kubikmet,stromkonzern,gasversorg,anbiet,bewag,veag,stromerzeug,bayernwerk,kilowattstund,leitung,investition,vdew,haushalt,industriell,tocht,stromnetz,grossmann,hew,wass,betreib,energy,energiepreis,vik,durchleit,kost,bau,netzbetreib,energieunternehm,pow,wintershall,claass,wasserwirtschaft,roel,kuhnt,bislang,beteil,beteiligt,energiepolit,elektrizitat,vorstandsvorsitz,lieferant,abnehm,gaswirtschaft,regional,tarif,stromwirtschaft,milliard,angekundigt,vew,gunstig,erzeug,bundesnetzagentur,energiebranch,liberalisiert,strombors,regulierungsbehord,wasserversorg
 ,0.029,0.028,0.027,0.02,0.019,0.014,0.012,0.011,0.011,0.01,0.009,0.009,0.009,0.008,0.008,0.008,0.007,0.007,0.007,0.007,0.007,0.006,0.006,0.006,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002
topic71,jahrig,mann,vat,damal,sohn,karri,spitz,gebor,famili,gehort,arbeitet,person,stet,gern,studiert,nam,nie,freund,vorgang,ehemal,ex,nachfolg,brud,fuhrt,gelernt,erfahr,leitet,machtig,erfolgreich,job,geburt,wechselt,wohl,einst,aufstieg,kennt,ging,galt,begann,amt,gemacht,hart,bekannt,reich,profil,portrat,schliesslich,liess,eher,trat,tocht,ubernahm,bracht,geburtstag,grundet,beruf,kenn,manag,promoviert,lieb,vertraut,zog,erfolg,sitzt,eng,geschicht,bild,kontakt,imag,jurist,oft,langjahr,bevor,art,ehrgeiz,wirkt,anfang,erb,hand,geword,heimat,studium,herz,foto,aufgab,zahlt,leb,spricht,feiert,treu,einstig,tod,schwer,seitd,stand,engagiert,roll,kritik,obwohl,einflussreich
 ,0.021,0.02,0.012,0.012,0.009,0.008,0.006,0.006,0.006,0.006,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002
topic72,mitglied,vertret,aufgab,national,unabhang,rat,zustand,organisation,grupp,zentral,interess,einheit,struktur,kompetenz,institution,gremium,einfluss,verantwort,sitz,einzeln,eben,auss,syst,gehor,standig,grundung,ubertrag,einricht,verschied,unterschied,ubernehm,organisiert,eigenstand,angehor,direkt,art,jeweil,besteh,position,stimm,gegrundet,funktion,gewicht,gremi,innerhalb,bestimmt,verwalt,starkung,vorstell,ausschuss,foderal,geschaff,gehort,kreis,gestarkt,weitgeh,abstimm,erweitert,foderalismus,eng,bestimm,verfass,prinzip,neuordn,organ,mitgliedschaft,auflos,inn,gestalt,off,zusammensetz,roll,form,bedeut,gewahlt,besteht,effizient,kontroll,reprasentant,schaffung,dien,mitwirk,organisi,meinung,vorbild,nehm,dach,bisher,organisator,gestellt,gefuhrt,wunsch,komite,mehrheit,gebildet,vertritt,institutionell,oberst,versuch,autonomi
 ,0.052,0.026,0.02,0.02,0.017,0.016,0.014,0.014,0.013,0.013,0.013,0.011,0.011,0.011,0.01,0.01,0.01,0.009,0.008,0.008,0.007,0.007,0.006,0.006,0.006,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002
topic73,bezieh,besuch,zusammenarbeit,aussenminist,treff,reis,kooperation,eng,partnerschaft,partn,kinkel,verhaltnis,botschaft,unterstutz,dialog,aussenpolit,interess,unterzeichnet,diplomat,kontakt,seit,besucht,empfang,vertret,bilateral,abkomm,vereinbart,delegation,ministerprasident,montag,sprach,ausbau,reist,freundschaft,abschluss,hilf,zusamm,wunsch,amtskolleg,staatsbesuch,traf,gegenseit,woll,begleitet,unterzeichn,abend,einlad,begegn,hauptstadt,bundeskanzler_helmut_kohl,wirtschaftsbezieh,stand,anschliess,kolleg,bemuh,intensiv,visit,eingetroff,vertief,vereinbar,menschenrecht,zuvor,aussenministerium,gensch,station,trifft,vertrag,interessiert,zweitag,bundesrepubl,versichert,begrusst,annaher,gast,regierungschef,unterstrich,zusammentreff,europäischen_union,journalist,dreitag,staatsprasident,austausch,mittelpunkt,aufnahm,verstarkt,gesproch,auswart,hoff,auftakt,wirtschaftliche_zusammenarbeit,programm,offiziell,bundesaußenminister_klaus_kinkel,kulturell,minist,them,rahm,haltung,konstruktiv,deutschen_wirtschaft
 ,0.04,0.039,0.037,0.025,0.018,0.017,0.015,0.012,0.011,0.011,0.011,0.01,0.01,0.01,0.01,0.009,0.009,0.008,0.008,0.007,0.007,0.007,0.006,0.006,0.006,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002
